subject,from,date,body
Minor Notice for AY 2021-2022,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Mon, 29 Mar 2021 12:58:14 +0530","Dear Students,

The Minor Program Notice was released on 27th March, 2021 for the academic
year 2021-2022.

Students are allowed to submit the scanned copy of the minor form online
with the necessary documents.

Students can submit the ERP document with a scanned copy of the minor form.

Note: Please send the scanned copy of the minor form and
supplementary document to ddtr@pilani.bits-pilani.ac.in

Best Wishes
Admissions Team
""

-- 

*Best Regards*

*Sachin Ulhasrao Belgamwar Ph.D.*

Assistant Professor,

Department of Mechanical Engineering,

Faculty In-charge, First Degree Admission

*Birla Institute of Technology & Science,* Pilani

Pilani Campus,
"
Medical Center Notice,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Sat, 27 Mar 2021 09:56:19 +0530","*BIRLA  INSTITUTE OF TECHNOLOGY & SCIENCE*

*PILANI(RAJASTHAN)333031,INDIA*

*MEDICAL CENTRE*



*NOTICE*
*
Date-26.03.2021*




Ayurvedic  Dr.Ramesh P Jajoo will visit the Medc on 27.03.2021 at 05:00 PM

instead of 28.03.2021 due to Institute Holiday  on 28.03.2021.




*
Chief Medical Officer*
"
BITS-COOP closure for annual stock verification,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Wed, 24 Mar 2021 15:23:10 +0530","*BITS CONSUMERS=E2=80=99 COOPERATIVE STORES LTD.*

*VIDYA VIHAR, PILANI =E2=80=93 333031 (RAJASTHAN)*




         Ref No. BC/2020-21/12

March 24, 2021
NOTICE




All concerned are hereby informed that BITS-COOP will remain close on *Marc=
h
31-April 01, 2021* for annual stock verification.






  Secretary
"
Suspension of classwork during 'APOGEE 2021',"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Fri, 19 Mar 2021 10:36:36 +0530","Date: 19th March 2021



NOTICE

The class work will remain suspended from Saturday, the 20th March 2021 to
Sunday, the 21st March 2021 on account of 'APOGEE 2021'.
The tests etc. scheduled for these dates, if any, will be re-scheduled by
the office of Associate Dean, AUGSD/ Associate Dean, AGSRD.


Deputy Registrar
"
BITS-COOP timings,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Fri, 12 Mar 2021 16:34:26 +0530","*BITS CONSUMERS=E2=80=99 COOPERATIVE STORES LTD.*

*VIDYA VIHAR, PILANI =E2=80=93 333031 (RAJASTHAN)*



     Ref No. BC/2020-21/11

March 12, 2021

NOTICE



All concerned are hereby informed that w.e.f. *March 16, 2021 *BITS-COOP
facilities can be availed on all the working days

(Tuesday to Sunday) during the following timings:

9:00 AM to 2:00 PM *&* 4:00 PM to 8:30 PM (AKSHAY)

9:00 AM to 2:00 PM *&* 4:00 PM to 6:30 PM (Vegetable Section)

Weekly Holiday: MONDAY



*Note:*

=C2=B7      Users are advised to wear face mask and follow social distancin=
g
norms.

=C2=B7      Order for vegetables, fruits and grocery items placed through
Whatsapp/SMS on mobile no.

       9461730526 between 9 AM to 11:30 AM will be home delivered.





Secretary
"
Notice Regarding Make-Up Application,AUGSD Pilani <augsdpilani@pilani.bits-pilani.ac.in>,"Wed, 3 Mar 2021 09:59:09 +0530","*BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE, PILANI*

*AUGS/AGSR DIVISION*



*                                       Notice Regarding Make-Up
Application*


The Make-up application process for the Mid-Semester/ Comprehensive
Examinations has been *made online in *AUGSD-AGSRD website (
https://academic.bits-pilani.ac.in/). Following are the important points in
this regard:

1.    All students must write the Mid-Semester/ Comprehensive examinations.

2.    Students must note that the Make-up will be given only in genuine
cases after thorough examination of the application.

3.    In case of extreme emergency, where make-up is sought, a student can
submit an online application using the AUGSD-AGSRD website (
https://academic.bits-pilani.ac.in/) *prior or within 3 days of exam*.

4.    Note that applications submitted in the hard copy/ via email will
*NOT* be entertained.

5.    Once a student will submit a make-up application, the
Instructor-in-charge (IC) will receive an auto-generated email for further
necessary action(s) on it.

6.    The IC can ask the student to update the make-up application/
schedule personal interaction with the student before taking final
decision/ approve or reject the make-up application by mentioning specific
remarks through his/her AUGSD-AGSRD website portal. In each case, an
auto-generated email will be sent to the student.

7.    As per the Institute Academic Regulation, the decision of the IC in
all matters of make-up shall be final.

8.    In case, the IC rejects the make-up application, as per the Institute
Academic Regulation, a student will be reported NC (Not cleared) for that
particular course.

 *Associate Deans*
"
"Class work suspended during March 01 to 06, 2021",AUGSD Pilani <augsdpilani@pilani.bits-pilani.ac.in>,"Sat, 27 Feb 2021 17:13:29 +0530","*BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE, PILANI, PILANI CAMPUS*

*AUGS/AGSR DIVISIONS*

* SECOND SEMESTER 2020-21*




*NOTICE*



The class work will remain suspended during March 01 to 06, 2021 on account
of Mid Semester Tests.



Associate Deans
"
"Notice: Postponement of Comprehensive Examination of February 20, 2021",AUGSD Pilani <augsdpilani@pilani.bits-pilani.ac.in>,"Mon, 15 Feb 2021 18:41:24 +0530","*BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE, PILANI, PILANI CAMPUS*

*AUGS/AGSR DIVISION*



*February 15, 2021*



*Notice*



This is with reference to Registrar=E2=80=99s email notification (Dated:
15/02/2021) regarding closure of the BITS Pilani, Pilani Campus on February
20, 2021 on account of Vidya Vihar Municipality Elections 2021. This is to
inform that the Comprehensive Examination of First Semester 2020-21
scheduled on February 20, 2021 (Saturday) has been postponed to *February
21, 2021 (Sunday)*.  The timing and other activities related to
Comprehensive Examination will remain the same. Accordingly, all the
concerned Faculty, Staff, Research Scholars and Students are kindly
requested to cooperate.



Associate Deans
"
"Notice : Holiday on 20th February 2021 on account of Vidya Vihar
 Municipality Elections 2021","""Registrar @ BITS Pilani"" <registrar@pilani.bits-pilani.ac.in>","Mon, 15 Feb 2021 16:27:50 +0530","Kk5PVElDRSoNCg0KDQoNCkJJVFMgUGlsYW5pLCBQaWxhbmkgQ2FtcHVzIHdpbGwgcmVtYWluIGNs
b3NlZCBvbiBTYXR1cmRheSwgdGhlIDIwdGggRmVicnVhcnkNCjIwMjEgb24gYWNjb3VudCBvZiBW
aWR5YSBWaWhhciBNdW5pY2lwYWxpdHkgRWxlY3Rpb25zIDIwMjEuDQoNCg0KDQpUaGUgdGVzdHMg
ZXRjLiBzY2hlZHVsZWQgZm9yIDIwdGggRmVicnVhcnkgMjAyMSwgd2lsbCBiZSByZXNjaGVkdWxl
ZCBieSB0aGUNCm9mZmljZSBvZiBEZWFuIC8gQXNzb2NpYXRlIERlYW4gQVVHU0QuDQoNCg0KUmVn
YXJkcywNCg0KKkJpamF5IEt1bWFyIFJvdXQsKiAqUGguRCouLCBQcm9mZXNzb3Igb2YgTWVjaGFu
aWNhbCBFbmdpbmVlcmluZw0KDQpBY3RpbmcgUmVnaXN0cmFyDQriloTiloTiloTiloTiloTiloTi
loTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTi
loTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloQNCipC
aXJsYSBJbnN0aXR1dGUgb2YgVGVjaG5vbG9neSAmIFNjaWVuY2UsKiBQaWxhbmkNClBpbGFuaSBD
YW1wdXMNClZpZHlhIFZpaGFyDQpQaWxhbmkgMzMzMDMxLCBSYWphc3RoYW4sIEluZGlhDQoNCg0K
UGhvbmVzOiAgKzkxIDE1OTYgMjU1Mjk4KE8pOyArOTEgMTU5NiAyNDIxOTIoTykNCg=="
Revised Notice: Invitation for Founders Day Celebration 2021,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Mon, 15 Feb 2021 15:42:27 +0530","[image: Foundation Day- Notice final.jpg]

All faculty, staff members and students are invited to join us online for
the cultural
programme at the given Live Webcast link:

https://icms.bits-pilani.ac.in/LiveEvents
"
Warm Invitation for Founders Day Celebration- 2021,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Fri, 12 Feb 2021 11:07:25 +0530","[image: Foundation Day- Notice.jpg]

*Please join us online  at the given Live Webcast link:*

https://icms.bits-pilani.ac.in/LiveEvents
"
Fee Demand Notice of Second Semester 2020-21 for students admitted in 2020,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Thu, 11 Feb 2021 12:20:56 +0530","Dear Students



Greetings from SWD, BITS-Pilani, Pilani Campus!



Trust all of you, and your families are doing well.

We have attached the* II Semester 2020-21* *FEE NOTICE *with this email.



The Fee Demand will be uploaded in ERP shortly.



Students availing  *Educational loan* (bank account details attached) shall
remit their fee via RTGS/NEFT, and send the transaction details to
*swd@pilani.bits-pilani.ac.in
<swd@hyderabad.bits-pilani.ac.in> (**includes  Name of the bank [i.e. ICICI
Bank ( A/c No. 079901000123) or SBI Bank (A/c No. 30741646334) ] to which
the payment made, amount, date and UTR No. of the transaction with your ID
NO. and Name ) positively.*



*NOTE**: *ISA (International Student Admission) 2020 Admitted students will
be provided with Fee details separately once the grades are declared.


*
                                                          Associate Dean,
SWD*
"
Fwd: Student Initiative Notice,"""PSD BITS, Pilani"" <psd@pilani.bits-pilani.ac.in>","Tue, 9 Feb 2021 16:59:56 +0530","*Reminder 3*

*BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE*

*PILANI (RAJASTHAN)*



*PRACTICE SCHOOL DIVISION*







*NOTICE*





Students interested in opening new PS-I stations across the country for
summer 2021, can fill this form and submit with all the required
information as per the link given below:



*GOOGLE LINK: https://forms.gle/63AgL9NvxYyMsKqW6
<https://forms.gle/63AgL9NvxYyMsKqW6>*


The suitability of operating a station for PS-I will be decided by PSD. The
minimum requirements are as below:


1. Seats for at least 10 students
2. Accommodation availability (in case, of remote locations)
3. Availability of technical mentors in the organization
4. Other evaluation criteria like tenure of business, the domain of work,
physical infrastructure, etc, as decided by PSD


The date of providing the relevant information for the opening of new PS-I
station contacts is till Feb 10, 20201.


The students who help in opening a new PS-I station can get preferential
allotment to that station only if it is operated.


For any query students to reach out to PSD of their respective campus.







*(Gaikwad Anil Bhanudas)*

*Associate Dean*

---------- Forwarded message ---------
From: PSD BITS, Pilani <psd@pilani.bits-pilani.ac.in>
Date: Fri, Jan 29, 2021 at 11:34 AM
Subject: Student Initiative Notice
To:
Cc: Associate Dean PSD <associatedeanpsd@pilani.bits-pilani.ac.in>, Varun
Singh Dewal <varun.dewal@pilani.bits-pilani.ac.in>


*BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE*

*PILANI (RAJASTHAN)*



*PRACTICE SCHOOL DIVISION*







*NOTICE*





Students interested in opening new PS-I stations across the country for
summer 2021, can fill this form and submit with all the required
information as per the link given below:



*GOOGLE LINK: https://forms.gle/63AgL9NvxYyMsKqW6
<https://forms.gle/63AgL9NvxYyMsKqW6>*


The suitability of operating a station for PS-I will be decided by PSD. The
minimum requirements are as below:


1. Seats for at least 10 students
2. Accommodation availability (in case, of remote locations)
3. Availability of technical mentors in the organization
4. Other evaluation criteria like tenure of business, the domain of work,
physical infrastructure, etc, as decided by PSD


The date of providing the relevant information for the opening of new PS-I
station contacts is till Feb 10, 20201.


The students who help in opening a new PS-I station can get preferential
allotment to that station only if it is operated.


For any query students to reach out to PSD of their respective campus.







*(Gaikwad Anil Bhanudas)*

*Associate Dean*

--=20
PSD Team
Practice School Division
=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=
=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=
=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=
=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=
=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=
=84=E2=96=84=E2=96=84=E2=96=84

Birla Institute of Technology & Science, Pilani
Pilani - 333 031 (Raj)
Phone Number: 01596-255274, 242179
e-mail: psd@pilani.bits-pilani.ac.in


--=20
PSD Team
Practice School Division
=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=
=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=
=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=
=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=
=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=
=84=E2=96=84=E2=96=84=E2=96=84

Birla Institute of Technology & Science, Pilani
Pilani - 333 031 (Raj)
Phone Number: 01596-255274, 242179
e-mail: psd@pilani.bits-pilani.ac.in


--=20
PSD Team
Practice School Division
=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=
=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=
=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=
=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=
=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=
=84=E2=96=84=E2=96=84=E2=96=84

Birla Institute of Technology & Science, Pilani
Pilani - 333 031 (Raj)
Phone Number: 01596-255274, 242179
e-mail: psd@pilani.bits-pilani.ac.in
"
